,Description,clips,category,clip_arrays
771,Weight lifting - 5lb plate dropped on rubber mat - weak impact.,new_clips2/771.mp3,trash,"[-0.00564944 -0.00801664 -0.0071643  ... -0.01504957 -0.01215315
 -0.00937207]"
772,Metal 5 pound weight being dropped on a rubber mat.,new_clips2/772.mp3,metal,"[-0.00550779 -0.01271535 -0.01890752 ... -0.00210261 -0.00239462
 -0.00340486]"
773,"Dice being shook and dropped on a hard surface, series.",new_clips2/773.mp3,trash,"[ 0.00763269 -0.02695549  0.10083217 ...  0.00652996  0.00629558
  0.02072593]"
774,"Snow chunk dropping - crusty plate, airy.",new_clips2/774.mp3,trash,"[-0.01771964 -0.03162226  0.0126744  ... -0.01648986 -0.01541347
 -0.01596929]"
775,Snow chunk dropping - deep crusty compression.,new_clips2/775.mp3,trash,"[-0.00258959 -0.03554203 -0.03860825 ... -0.01878879 -0.02261924
 -0.02676817]"
776,Snow plate dropping - deep crusty impact.,new_clips2/776.mp3,trash,"[-0.02622356 -0.02990701 -0.02883014 ... -0.03625363 -0.03006801
 -0.02992818]"
777,Snow Snow plate dropping - deep crunchy impact.,new_clips2/777.mp3,trash,"[ 0.02926515  0.03589468  0.05298237 ... -0.03696226 -0.03384567
 -0.03070282]"
778,"Snow chunk dropping - deep, crusty impact.",new_clips2/778.mp3,trash,"[-0.0165581  -0.00889245 -0.0191915  ... -0.00705819 -0.00517338
 -0.01350563]"
779,"Snow plate dropping - gritty, crusty impact",new_clips2/779.mp3,trash,"[ 0.01217345  0.03415093  0.03642933 ... -0.03002118 -0.02432302
 -0.02759927]"
780,"Snow plate dropping - gritty,",new_clips2/780.mp3,trash,"[-0.01748304 -0.02308959 -0.02362092 ...  0.01704546 -0.00177378
  0.01740422]"
781,"Snow plate impact - hard, crispy hit.",new_clips2/781.mp3,trash,"[-0.00732603 -0.00724694 -0.00736572 ... -0.00941529 -0.0085547
 -0.0089679 ]"
782,Snow plate impact - dropping with hard thud.,new_clips2/782.mp3,trash,"[ 0.00228146 -0.01616941 -0.01650611 ... -0.01756753 -0.00073042
 -0.01052347]"
783,"Chunk of snow falling - crusty, drop from high height.",new_clips2/783.mp3,trash,"[-0.00064979 -0.00049746  0.00047708 ...  0.00276358  0.00837726
  0.00595535]"
784,"Chunk of snow falling - crusty drop, sweetener.",new_clips2/784.mp3,trash,"[ 0.02420025  0.02771735  0.02939768 ... -0.03112244 -0.01504859
 -0.01904087]"
785,Chunk of snow falling - thrown impact with sliding.,new_clips2/785.mp3,trash,"[-0.0250649  -0.02041155 -0.02208117 ... -0.02977289  0.0084121
 -0.00745703]"
786,"Snowchunk dropping - crunchy, gritty plate.",new_clips2/786.mp3,trash,"[-0.00671281 -0.00748466 -0.01235376 ...  0.00447509  0.00177209
  0.0033285 ]"
787,Snow plate dropping - mushy impact.,new_clips2/787.mp3,trash,"[ 0.00123263 -0.01601161 -0.03684173 ...  0.02046792  0.01794675
  0.02404418]"
788,"Snow chunk dropping - subsonic, abrupt.",new_clips2/788.mp3,trash,"[-0.00626832 -0.00958603 -0.01095217 ... -0.01454517 -0.01282964
 -0.0126417 ]"
789,"Snow chunk dropping - heavy, deep subsonic thud.",new_clips2/789.mp3,trash,"[ 0.02817945  0.05560694  0.03639494 ... -0.03154844 -0.03258365
 -0.0303342 ]"
790,Snow chunk dropping - light subsonic hit.,new_clips2/790.mp3,trash,"[-0.00488225 -0.01346138 -0.01385833 ... -0.0083101  -0.01128048
 -0.01214909]"
791,"Thin chunk of snow dropping, sliding.",new_clips2/791.mp3,trash,"[ 0.01399828  0.02420604  0.02474631 ... -0.02461151 -0.01576261
 -0.02534913]"
792,Snow plate impact - mushy hit.,new_clips2/792.mp3,trash,"[-0.01424677 -0.0173203  -0.02214469 ...  0.02940707 -0.00414015
 -0.02730886]"
793,"Snow chunk impact - mushy, abrupt drop.",new_clips2/793.mp3,trash,"[ 0.00129887  0.00197508  0.00058622 ... -0.00234807 -0.00313794
 -0.0029436 ]"
794,"Snow chunk falling - crunchy, mushy impact.",new_clips2/794.mp3,trash,"[-0.00470041 -0.0084237  -0.01262917 ...  0.01359233  0.0120703
  0.01843125]"
795,Snow plate dropping - mushy impact.,new_clips2/795.mp3,trash,"[ 0.00352643  0.00552626  0.00429995 ...  0.00122006 -0.00355789
 -0.0022932 ]"
796,Screw hitting hard into plastic lamination from a drop.,new_clips2/796.mp3,plastic,"[-0.01142004 -0.04522457  0.14799505 ...  0.02708238 -0.02841889
 -0.05967464]"
797,Screw hitting hard into plastic lamination with a bounce.,new_clips2/797.mp3,plastic,"[ 0.00576237 -0.06723438 -0.08970852 ... -0.02229228 -0.03462976
 -0.02176651]"
798,Screw being dropped on lamination.,new_clips2/798.mp3,trash,"[-0.00804708  0.01699948  0.02780278 ...  0.02063151  0.00314151
 -0.00553383]"
799,Large rocks dropping and sliding on leaves.,new_clips2/799.mp3,trash,"[-9.6210315e-06 -8.7978865e-04 -1.6546865e-03 ...  1.4505583e-03
  1.5424296e-03  1.2804038e-03]"
800,"Large rocks dropping and sliding on leaves, rolling - medium distant perspective.",new_clips2/800.mp3,trash,"[-6.4822882e-05  1.9615209e-03 -2.9372607e-04 ... -1.2342175e-03
 -1.0512241e-03 -7.0985028e-04]"
801,"Large rocks dropping and sliding on leaves, rolling.",new_clips2/801.mp3,trash,"[2.4440009e-04 4.8604445e-04 6.3313340e-04 ... 9.0129441e-05 2.7706081e-04
 1.0387606e-03]"
802,"Rock dropping on leaves, flat, toppling. Medium distant perspective.",new_clips2/802.mp3,trash,[0.00149515 0.00186253 0.00207562 ... 0.00157359 0.00155011 0.00159695]
803,"Rock dropping on leaves, flat, toppling.",new_clips2/803.mp3,trash,"[-4.7315899e-04  4.8908980e-05  1.0905433e-04 ... -6.7208242e-04
 -8.1113726e-04 -7.5316918e-04]"
804,"Rock dropping, smack and rolling into leaves.",new_clips2/804.mp3,trash,"[-0.00032895 -0.0009445  -0.00039787 ...  0.00057989  0.00058556
  0.00056261]"
805,"Rock dropping, smack and rolling into leaves.",new_clips2/805.mp3,trash,"[-4.4340049e-04 -9.4631605e-06 -7.8996254e-06 ... -6.6264701e-04
 -5.4192398e-04 -5.2813074e-04]"
806,"Rock dropping with grit, medium spray.",new_clips2/806.mp3,trash,[0.0005966  0.00175178 0.00107165 ... 0.00182505 0.0015849  0.00156163]
807,"Rock dropping with grit, medium spray.",new_clips2/807.mp3,trash,"[-9.43952400e-05 -8.92505632e-05  1.10869678e-05 ...  4.60553769e-04
  3.21159576e-04  1.12797396e-04]"
808,"Large rock slap falling on edge, gritty. Medium distant perspective.",new_clips2/808.mp3,trash,"[-0.00083675 -0.00146347 -0.00113102 ... -0.00089345 -0.00086953
 -0.00086266]"
809,"Rock dropping down slope, roll and clatter.",new_clips2/809.mp3,trash,"[-0.00035689 -0.00088513  0.00089263 ...  0.00056029 -0.0006794
 -0.00083449]"
810,Rock dropping down slope - clumsy roll and spilling,new_clips2/810.mp3,trash,"[ 0.00054063 -0.00144113 -0.00065145 ...  0.00097456 -0.00062629
  0.0004624 ]"
811,Rock dropping down slope - light spilling and rolling.,new_clips2/811.mp3,trash,"[-0.00015953  0.00173942  0.00129731 ...  0.00093503  0.00083923
  0.00100384]"
812,Rocks dropping down slope - spilling shower of rockfall.,new_clips2/812.mp3,trash,"[-0.00197182  0.00914689  0.02441937 ... -0.00378653 -0.00149929
  0.00419991]"
813,Rocks dropping down slope - thin spilling.,new_clips2/813.mp3,trash,"[ 3.5970318e-04 -7.6284172e-04  1.3972563e-03 ...  9.8938108e-05
 -8.9813553e-04 -6.4114865e-04]"
814,Mint Lozenge being dropped on plexiglass with a bounce.,new_clips2/814.mp3,glass,"[ 9.6625459e-05 -1.4979442e-04 -4.8314792e-04 ... -2.3328185e-04
  2.4190644e-04  3.9507888e-04]"
815,Mint Lozenge being dropped on plexiglass with a bounce.,new_clips2/815.mp3,glass,"[-4.1448482e-04  2.6113988e-04  4.1158230e-04 ...  4.3499942e-05
 -4.7898421e-04  4.4880743e-04]"
816,Mint Lozenge being dropped on plexiglass with a hard bounce.,new_clips2/816.mp3,glass,"[ 0.00014649 -0.00042858  0.00149635 ...  0.00013732  0.00059603
  0.00061309]"
817,Glass marble being dropped on plexiglass with a bounce.,new_clips2/817.mp3,glass,"[ 1.7080226e-04 -1.5851926e-03  4.6528538e-04 ...  4.9150654e-04
  1.9799081e-05 -6.1296730e-04]"
818,Glass marble being dropped on plexiglass with a bounce.,new_clips2/818.mp3,glass,"[-1.3948606e-04 -1.9838607e-03  5.7410257e-04 ... -2.8391278e-05
  1.1001107e-03  1.0000605e-03]"
819,Glass marble being dropped on plexiglass with a bounce.,new_clips2/819.mp3,glass,"[ 3.2472984e-05 -1.9035866e-03  2.4060177e-04 ... -1.3111461e-03
 -7.7422446e-04  8.5646252e-04]"
820,Glass marble being dropped on plexiglass with a bounce.,new_clips2/820.mp3,glass,"[-0.00017459 -0.00022044  0.00022191 ... -0.00071069 -0.00025024
  0.0009743 ]"
821,Glass marble being dropped on plexiglass with a roll.,new_clips2/821.mp3,glass,"[ 7.5894350e-05 -9.6077932e-04 -3.3244683e-04 ...  9.1524067e-04
  2.7153626e-04 -6.9117162e-04]"
822,Glass marble being dropped on plexiglass with a bounce and roll,new_clips2/822.mp3,glass,"[ 0.01677046 -0.01029572  0.07277815 ...  0.03049769  0.05790899
  0.00708864]"
823,Glass marble being dropped on plexiglass with an abrupt bounce and dash.,new_clips2/823.mp3,glass,"[ 0.00137328 -0.00839358 -0.0004421  ...  0.02254213  0.00719359
 -0.01151391]"
824,"Glass marble being dropped on plexiglass with a dash, bounce, and roll",new_clips2/824.mp3,glass,"[-0.00707678  0.02126653  0.0234683  ... -0.00940457 -0.01698411
  0.01604981]"
825,glass marble being dropped on plexiglass with a dash and bounce.,new_clips2/825.mp3,glass,"[ 0.01688782 -0.05671021 -0.07738166 ... -0.03726102 -0.03727424
 -0.03756929]"
826,3-lbs Steel chrome dumbbell being dropped on a rubber floor.,new_clips2/826.mp3,metal,"[-0.01509318 -0.06649028 -0.07626449 ... -0.01993285 -0.01938375
 -0.01791389]"
827,3-lbs Steel chrome dumbbell being dropped on a rubber floor.,new_clips2/827.mp3,metal,"[-0.02823191 -0.06257255 -0.06209439 ... -0.02694147 -0.03095149
 -0.03414479]"
828,25-lbs Steel chrome dumbbell being dropped at the end of a rubber floor.,new_clips2/828.mp3,metal,"[ 0.04872983  0.11761574 -0.07758435 ... -0.0685712  -0.0680913
 -0.06477069]"
829,25-lbs Steel chrome dumbbell being dropped at the end of a rubber floor with resonance.,new_clips2/829.mp3,metal,"[-0.00191353 -0.00377912 -0.00725267 ... -0.01613798 -0.01162423
 -0.00847449]"
830,25-lbs Steel chrome dumbbell being dropped on a thin rubber floor with resonance.,new_clips2/830.mp3,metal,"[ 0.02799114 -0.07205136 -0.15106648 ... -0.0348351  -0.03393707
 -0.03189823]"
831,25-lbs Steel chrome dumbbell being replaced on the rack gently.,new_clips2/831.mp3,metal,"[ 0.00064364 -0.02983829 -0.0960202  ... -0.01838313 -0.01550057
 -0.01228738]"
832,30-lbs Steel chrome dumbbell being dropped on a rubber floor with a dull thud.,new_clips2/832.mp3,metal,"[ 0.0129387   0.11163031  0.02695074 ... -0.06146642 -0.06213321
 -0.06197592]"
833,30-lbs Steel chrome dumbbell being dropped on a rubber floor.,new_clips2/833.mp3,metal,[0.00395842 0.01430891 0.00424256 ... 0.02226402 0.0174283  0.01457965]
834,30-lbs Steel chrome dumbbell being dropped on a rubber floor with topple.,new_clips2/834.mp3,metal,"[ 0.00713792  0.02963052  0.00024481 ... -0.02021358 -0.02379834
 -0.0171342 ]"
835,Dropping a bell pepper.,new_clips2/835.mp3,trash,[0.00198836 0.00323282 0.00499707 ... 0.00453471 0.0058999  0.0028895 ]
836,Dropping a bell pepper on hard surface.,new_clips2/836.mp3,trash,"[-0.00065594  0.01892772 -0.02751728 ... -0.02274527 -0.03797628
  0.06867146]"
837,"Bag of gems, jewels or beads dropped on flat surface.",new_clips2/837.mp3,trash,"[-0.00727787  0.03427844 -0.05931357 ... -0.02867419  0.04131899
 -0.03577883]"
838,"Bag of gems, jewels or beads emptied out, handled.",new_clips2/838.mp3,trash,"[ 0.00169589 -0.00778979  0.01470172 ... -0.01135871  0.01972318
 -0.01745767]"
839,"Bag of gems, jewels or beads emptied out, handled, swished around.",new_clips2/839.mp3,trash,[0.00463648 0.01144917 0.01043625 ... 0.00710678 0.00444998 0.00676963]
840,"Spilling a bag of gems, jewels or beads.",new_clips2/840.mp3,trash,"[-0.00608929 -0.01196964  0.00585969 ...  0.00895846  0.00737098
 -0.00778411]"
841,"Emptying bag of jewels or gems, dropped at end.",new_clips2/841.mp3,trash,"[-0.01334972  0.08971003 -0.16726878 ... -0.01467159  0.00960048
  0.00790848]"
842,"Bag of gems, jewels or beads dropped on surface, abrupt.",new_clips2/842.mp3,trash,"[-4.618677e-04 -6.210601e-03  9.395941e-03 ...  6.643969e-05 -3.364175e-03
 -6.730241e-03]"
843,"Spilling a bag of gems, jewels or beads, rummaging through.",new_clips2/843.mp3,trash,"[-0.01461833  0.02799175 -0.14735395 ...  0.08875398 -0.02860753
 -0.01200574]"
844,"Chain bath tub stopper, fine, dropping.",new_clips2/844.mp3,trash,"[ 0.00026556  0.00016273  0.00014626 ... -0.00131917 -0.00106091
  0.00063752]"
845,"Chain bath tub stopper, fine, dropping, abruptly.",new_clips2/845.mp3,trash,"[ 2.9659691e-06  1.2105241e-03  5.9086265e-04 ... -1.8471952e-03
  1.6606743e-04  1.5610524e-03]"
846,Dime dropped on plexiglass and skittering.,new_clips2/846.mp3,glass,"[ 7.5468037e-04 -1.2184203e-03  9.0101716e-04 ... -5.4855243e-04
  7.2586074e-05  1.1755837e-03]"
847,Dime dropped on plexiglass and skittering.,new_clips2/847.mp3,glass,"[-3.5732787e-04  8.2462747e-04 -8.4653781e-05 ... -5.7884865e-04
 -4.3706601e-05  4.5963164e-04]"
848,"Dime dropped on plexiglass, wobbling, short.",new_clips2/848.mp3,glass,"[ 0.00450329 -0.00534098  0.00480669 ...  0.0010654   0.00685429
 -0.0046187 ]"
849,"Coins dropped in pile, abruptly.",new_clips2/849.mp3,metal,"[-0.00033624  0.00141625 -0.00047533 ...  0.00084462 -0.00115262
 -0.00105352]"
850,"Nickel dropped on plexiblass, skipping hard.",new_clips2/850.mp3,trash,"[ 0.00085032 -0.00065829 -0.00181823 ... -0.00183921 -0.00074116
  0.00060183]"
851,Nickel dropped on plexiglass with wobble.,new_clips2/851.mp3,glass,"[ 6.3785756e-06 -1.5301994e-03  2.2802953e-04 ... -8.2334119e-04
 -5.4216129e-04  6.8046706e-04]"
852,"Nickel dropped on plexiglass and wobbling, 2.",new_clips2/852.mp3,glass,"[ 7.3866296e-04 -1.5821676e-03 -5.0815602e-04 ... -1.1474679e-04
 -1.4614529e-03  2.3484019e-05]"
853,"Nickel dropped on plexiglass with wobble, 3.",new_clips2/853.mp3,glass,"[-0.00024558  0.00031727  0.000523   ...  0.00024172  0.00054659
  0.00051885]"
854,Nickels dropping on plexiglass and wobbling.,new_clips2/854.mp3,glass,"[ 3.5079145e-06  3.7689795e-04  2.0588419e-05 ... -6.0486223e-04
  7.2452545e-05  4.6398636e-04]"
855,Penny dropping on plexiglass with bounce and topple.,new_clips2/855.mp3,glass,"[ 2.5693851e-05 -6.2169874e-04  3.3770539e-04 ...  7.7293103e-04
  4.8488905e-04 -7.1194640e-04]"
856,Penny dropping on plexiglass and bouncing.,new_clips2/856.mp3,glass,"[ 5.2470260e-04 -6.2041497e-04 -2.1864465e-04 ...  8.9713874e-05
 -8.3027733e-04 -1.2224269e-04]"
857,"Penny dropped on plexiglass, hop.",new_clips2/857.mp3,glass,"[-4.0769140e-04 -8.6207665e-04 -5.6495471e-04 ... -8.4413606e-04
 -8.0399925e-04 -9.5256197e-05]"
858,"Penny dropping on plexiglass, skipping 1.",new_clips2/858.mp3,glass,"[ 2.0194285e-04 -1.0864885e-03 -5.2942854e-04 ...  6.8358982e-05
  9.1418531e-04  8.0594432e-04]"
859,Penny falling on plexiglass and skipping 2.,new_clips2/859.mp3,glass,"[ 2.2241661e-06 -1.3471275e-04  4.0001894e-04 ... -6.8845419e-04
 -3.8324311e-04  7.6071057e-04]"
860,Penny falling on plexiglass with a fast wobble.,new_clips2/860.mp3,glass,"[-1.4875419e-03  7.8537437e-04  3.0596100e-04 ...  7.5338467e-05
 -5.1629660e-04  1.2610963e-03]"
861,Penny falling on plexiglass and wobbling fast 2.,new_clips2/861.mp3,glass,"[ 0.00031871 -0.00239001 -0.00083109 ... -0.00171929 -0.00245048
  0.00086145]"
862,Penny dropping on plexiglass.,new_clips2/862.mp3,glass,"[-4.8353648e-04  7.7383127e-04  7.0897353e-05 ... -6.2353548e-04
 -1.3587147e-04  1.0767825e-03]"
863,Quarter falling on plexiglass and bouncing away.,new_clips2/863.mp3,glass,"[ 0.00028075 -0.00038731  0.00029121 ...  0.0004262   0.00071805
  0.00046745]"
864,Quarter dropping on plexiglass and skipping.,new_clips2/864.mp3,glass,"[-3.1899817e-06  1.1734463e-03  3.5222498e-04 ...  2.5780839e-04
 -4.1695591e-04 -1.8172884e-04]"
865,Quarter dropped on plexiglass with spin.,new_clips2/865.mp3,glass,"[-6.0031740e-05  3.5367315e-04  1.7620895e-04 ... -6.2720827e-04
 -3.5925128e-04 -2.6516890e-04]"
866,"Toonie coin dropping on plexiglass, wobbling and accelerating.",new_clips2/866.mp3,glass,"[-0.00275591 -0.00240973 -0.00117239 ...  0.00301528 -0.0029382
 -0.00234604]"
867,"Toonie coin dropping on plexiglass and wobbling, fast",new_clips2/867.mp3,glass,"[ 0.00236001 -0.00194939 -0.00047845 ...  0.00043768 -0.00433744
  0.0007481 ]"
868,Toonie coin falling on plexiglass with a wobble.,new_clips2/868.mp3,glass,"[ 1.6327645e-05  3.9452845e-03  6.2382972e-04 ...  5.8435241e-04
  1.5979703e-03 -8.0155296e-04]"
869,"Coins dropping onto plexiglass, dashing.",new_clips2/869.mp3,glass,"[-0.00456686  0.05166046 -0.30594254 ... -0.00672141  0.07016762
 -0.01993952]"
870,"Coins dropping into return flap, subway or vending machine.",new_clips2/870.mp3,metal,"[ 0.00172616 -0.00881673  0.02578926 ...  0.03812981  0.01606382
  0.00682215]"
871,"Coins dropping into return flap, dropping, vending machine.",new_clips2/871.mp3,metal,"[ 0.03751268  0.018643   -0.17451598 ... -0.03089223  0.0386392
 -0.06869361]"
872,Handful of beads spilling on plexiglass and bouncing.,new_clips2/872.mp3,glass,"[ 0.00813208 -0.0683402   0.14771649 ...  0.00095478  0.01656737
 -0.01311289]"
873,Plastic bag of beads spilling.,new_clips2/873.mp3,plastic,"[-0.00016177  0.00293302  0.00282772 ... -0.00053881 -0.00058283
 -0.00187647]"
874,"Tiny bead dropped on plexiglass, light complex bouncing pattern.",new_clips2/874.mp3,glass,"[-2.8812619e-05 -2.3618386e-04  2.9335357e-04 ...  3.4779470e-04
 -6.0086261e-04  3.2456586e-04]"
875,"Beads dropped on plexiglass, bouncing complexly, perkily.",new_clips2/875.mp3,glass,"[ 0.00050622  0.00015325 -0.00144519 ...  0.00045737  0.00018016
  0.00072604]"
876,"Tiny bead dropped on plexiglass, complex bouncing pattern.",new_clips2/876.mp3,glass,"[ 0.00024941 -0.00067684  0.00014763 ... -0.00024738  0.00070607
  0.00034506]"
877,"Tiny beads dropped on plexiglass, light bounce.",new_clips2/877.mp3,glass,"[-0.00893554 -0.00637581 -0.00375594 ... -0.00157469 -0.00211538
  0.00260231]"
878,"Tiny bead dropped on plexiglass, bouncing, settling.",new_clips2/878.mp3,glass,"[-1.0594987e-04  2.9195042e-04 -2.2234897e-04 ... -2.5496562e-04
 -3.9719779e-04 -9.3714254e-05]"
879,"Tiny bead dropped on plexiglass, thin bouncing.",new_clips2/879.mp3,glass,"[ 1.7384164e-05  1.9056909e-04  2.5415805e-04 ...  3.1218486e-04
 -9.4660732e-05 -1.3471988e-04]"
880,Tiny bead dropped on plexiglass - three bounces.,new_clips2/880.mp3,glass,"[ 0.00020176  0.00011499 -0.00068498 ...  0.00011002 -0.00020932
  0.00036742]"
881,"Tiny bead dropped on plexiglass, bounces away.",new_clips2/881.mp3,glass,"[-4.16064722e-05  3.86274565e-04 -1.01279635e-04 ... -3.24945926e-04
  4.07742569e-04  3.68887209e-04]"
882,"Tiny bead dropped on plexiglass, bounces 3x, evenly.",new_clips2/882.mp3,glass,"[ 8.3287203e-05  2.9415524e-04  4.9390725e-04 ... -3.4919009e-04
 -4.6913937e-04  5.1959569e-04]"
883,Bead dropped on plexiglass skips and bounces.,new_clips2/883.mp3,glass,"[-0.00024109  0.00043221  0.00022548 ...  0.00056681  0.00076727
  0.00037472]"
